"","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0071542","GO:0071542","dopaminergic neuron differentiation","3/23","22/6213",0.136363636363636,36.8359683794466,10.2632380005192,6.5199871358067e-05,0.0680455898602751,0.060128928436088,"XLOC-006705#FOXA2-ORYLA#O42097/XLOC-006534#GLHR-ANTEL#P35409/XLOC-002878#LMX1B-XENLA#Q8UVR3",3
"GO:1903530","GO:1903530","regulation of secretion by cell","7/23","330/6213",0.0212121212121212,5.7300395256917,5.38216035156982,0.000131011457638095,0.0680455898602751,0.060128928436088,"XLOC-005604#CBPA2-RAT#P19222/XLOC-006705#FOXA2-ORYLA#O42097/XLOC-011874#SY65-APLCA#P41823/XLOC-010031#ACHB4-BOVIN#Q8SPU6/XLOC-006534#GLHR-ANTEL#P35409/XLOC-012019#CAC1C-MOUSE#Q01815/XLOC-002415#KCNT1-CHICK#Q8QFV0",7
"GO:0051046","GO:0051046","regulation of secretion","7/23","363/6213",0.0192837465564738,5.20912684153791,5.03734516035987,0.000237718798208171,0.0680455898602751,0.060128928436088,"XLOC-005604#CBPA2-RAT#P19222/XLOC-006705#FOXA2-ORYLA#O42097/XLOC-011874#SY65-APLCA#P41823/XLOC-010031#ACHB4-BOVIN#Q8SPU6/XLOC-006534#GLHR-ANTEL#P35409/XLOC-012019#CAC1C-MOUSE#Q01815/XLOC-002415#KCNT1-CHICK#Q8QFV0",7
"GO:0030534","GO:0030534","adult behavior","5/23","159/6213",0.0314465408805031,8.49466776045939,5.83531165715969,0.000238756455650088,0.0680455898602751,0.060128928436088,"XLOC-004982#ENDOU-XENTR#B1H3D5/XLOC-006705#FOXA2-ORYLA#O42097/XLOC-010031#ACHB4-BOVIN#Q8SPU6/XLOC-006534#GLHR-ANTEL#P35409/XLOC-012019#CAC1C-MOUSE#Q01815",5
"GO:0008344","GO:0008344","adult locomotory behavior","4/23","94/6213",0.0425531914893617,11.4949121184089,6.24937842147145,0.000349071473128242,0.0795882958732392,0.0703287157439426,"XLOC-004982#ENDOU-XENTR#B1H3D5/XLOC-006705#FOXA2-ORYLA#O42097/XLOC-006534#GLHR-ANTEL#P35409/XLOC-012019#CAC1C-MOUSE#Q01815",4
"GO:0060065","GO:0060065","uterus development","2/23","10/6213",0.2,54.0260869565217,10.2287604087353,0.000579421256097081,0.110090038658445,0.0972817793131415,"XLOC-006534#GLHR-ANTEL#P35409/XLOC-002878#LMX1B-XENLA#Q8UVR3",2
"GO:0003073","GO:0003073","regulation of systemic arterial blood pressure","3/23","48/6213",0.0625,16.883152173913,6.73325546219415,0.000687692849904445,0.111803961574426,0.0987962984549637,"XLOC-005604#CBPA2-RAT#P19222/XLOC-010031#ACHB4-BOVIN#Q8SPU6/XLOC-006534#GLHR-ANTEL#P35409",3
"GO:0033145","GO:0033145","positive regulation of intracellular steroid hormone receptor signaling pathway","2/23","12/6213",0.166666666666667,45.0217391304348,9.30381937216483,0.000845996357604572,0.111803961574426,0.0987962984549637,"XLOC-006705#FOXA2-ORYLA#O42097/XLOC-006534#GLHR-ANTEL#P35409",2
"GO:1902936","GO:1902936","phosphatidylinositol bisphosphate binding","3/23","55/6213",0.0545454545454545,14.7343873517787,6.23598570770472,0.00102563005826253,0.111803961574426,0.0987962984549637,"XLOC-015872#DIS1D-DICDI#P02888/XLOC-009381#CLVS2-HUMAN#Q5SYC1/XLOC-011874#SY65-APLCA#P41823",3
"GO:0007626","GO:0007626","locomotory behavior","5/23","225/6213",0.0222222222222222,6.00289855072464,4.65914660878047,0.00117450152507084,0.111803961574426,0.0987962984549637,"XLOC-004982#ENDOU-XENTR#B1H3D5/XLOC-006705#FOXA2-ORYLA#O42097/XLOC-006534#GLHR-ANTEL#P35409/XLOC-012019#CAC1C-MOUSE#Q01815/XLOC-002878#LMX1B-XENLA#Q8UVR3",5
"GO:0046886","GO:0046886","positive regulation of hormone biosynthetic process","2/23","15/6213",0.133333333333333,36.0173913043478,8.27633287769071,0.00133683878545548,0.111803961574426,0.0987962984549637,"XLOC-010031#ACHB4-BOVIN#Q8SPU6/XLOC-006534#GLHR-ANTEL#P35409",2
"GO:0002673","GO:0002673","regulation of acute inflammatory response","2/23","16/6213",0.125,33.7663043478261,7.99891388252658,0.00152437926996007,0.111803961574426,0.0987962984549637,"XLOC-000431#DNAS1-RABIT#O18998/XLOC-005604#CBPA2-RAT#P19222",2
"GO:0032352","GO:0032352","positive regulation of hormone metabolic process","2/23","16/6213",0.125,33.7663043478261,7.99891388252658,0.00152437926996007,0.111803961574426,0.0987962984549637,"XLOC-010031#ACHB4-BOVIN#Q8SPU6/XLOC-006534#GLHR-ANTEL#P35409",2
"GO:0008217","GO:0008217","regulation of blood pressure","3/23","65/6213",0.0461538461538462,12.4675585284281,5.66493630721524,0.00166690731169954,0.111803961574426,0.0987962984549637,"XLOC-005604#CBPA2-RAT#P19222/XLOC-010031#ACHB4-BOVIN#Q8SPU6/XLOC-006534#GLHR-ANTEL#P35409",3
"GO:0010817","GO:0010817","regulation of hormone levels","5/23","250/6213",0.02,5.40260869565217,4.3309383703485,0.00187908521668588,0.111803961574426,0.0987962984549637,"XLOC-005604#CBPA2-RAT#P19222/XLOC-006705#FOXA2-ORYLA#O42097/XLOC-011874#SY65-APLCA#P41823/XLOC-010031#ACHB4-BOVIN#Q8SPU6/XLOC-006534#GLHR-ANTEL#P35409",5
"GO:0009713","GO:0009713","catechol-containing compound biosynthetic process","2/23","18/6213",0.111111111111111,30.0144927536232,7.51389110265734,0.00193485224318811,0.111803961574426,0.0987962984549637,"XLOC-010031#ACHB4-BOVIN#Q8SPU6/XLOC-020686#MOXD1-DANRE#Q5TZ24",2
"GO:0032094","GO:0032094","response to food","2/23","18/6213",0.111111111111111,30.0144927536232,7.51389110265734,0.00193485224318811,0.111803961574426,0.0987962984549637,"gene-evm.model.ptg000031l.539#LIPP-ICTTR#O88354/XLOC-010031#ACHB4-BOVIN#Q8SPU6",2
"GO:0042417","GO:0042417","dopamine metabolic process","2/23","18/6213",0.111111111111111,30.0144927536232,7.51389110265734,0.00193485224318811,0.111803961574426,0.0987962984549637,"XLOC-010031#ACHB4-BOVIN#Q8SPU6/XLOC-020686#MOXD1-DANRE#Q5TZ24",2
"GO:0042423","GO:0042423","catecholamine biosynthetic process","2/23","18/6213",0.111111111111111,30.0144927536232,7.51389110265734,0.00193485224318811,0.111803961574426,0.0987962984549637,"XLOC-010031#ACHB4-BOVIN#Q8SPU6/XLOC-020686#MOXD1-DANRE#Q5TZ24",2
"GO:0034702","GO:0034702","monoatomic ion channel complex","3/23","71/6213",0.0422535211267606,11.413962033068,5.37928526111904,0.00214979314866122,0.111803961574426,0.0987962984549637,"XLOC-010031#ACHB4-BOVIN#Q8SPU6/XLOC-012019#CAC1C-MOUSE#Q01815/XLOC-002415#KCNT1-CHICK#Q8QFV0",3
"GO:0001786","GO:0001786","phosphatidylserine binding","2/23","19/6213",0.105263157894737,28.4347826086957,7.30007026308566,0.00215762031108541,0.111803961574426,0.0987962984549637,"XLOC-015872#DIS1D-DICDI#P02888/XLOC-011874#SY65-APLCA#P41823",2
"GO:0046189","GO:0046189","phenol-containing compound biosynthetic process","2/23","19/6213",0.105263157894737,28.4347826086957,7.30007026308566,0.00215762031108541,0.111803961574426,0.0987962984549637,"XLOC-010031#ACHB4-BOVIN#Q8SPU6/XLOC-020686#MOXD1-DANRE#Q5TZ24",2
"GO:0080025","GO:0080025","phosphatidylinositol-3,5-bisphosphate binding","2/23","20/6213",0.1,27.0130434782609,7.10215165427168,0.00239196715551794,0.118558372056107,0.104764877246255,"XLOC-015872#DIS1D-DICDI#P02888/XLOC-009381#CLVS2-HUMAN#Q5SYC1",2
"GO:0010524","GO:0010524","positive regulation of calcium ion transport into cytosol","2/23","21/6213",0.0952380952380952,25.7267080745342,6.91822674799641,0.00263781156794242,0.124364968443714,0.109895913943337,"XLOC-006534#GLHR-ANTEL#P35409/XLOC-012019#CAC1C-MOUSE#Q01815",2
